Societe;Facture;Date d'echeance;Montant du;Montant total;Client;Document d'origine
Cheinmalt distribution;FAC/2019/4161;2019-11-07;1512120.96;1512120.96;Quincaillerie de La Mer;VCHD6950
Cheinmalt distribution;FAC/2019/4162;2019-11-07;9053772.6;9053772.6;Quincaillerie de La Mer;VCHD7030
Cheinmalt distribution;FAC/2019/1361;2019-04-19;44538.3;44538.3;Quincaillerie de La Mer;VCHD4215
Cheinmalt distribution;FAC/2019/1369;2019-04-23;11233978.02;11233978.02;Quincaillerie de La Mer;VCHD4221
Cheinmalt distribution;FAC/2018/2829;2018-11-26;19208340.0;19208340.0;Quincaillerie de La Mer;VCHD2640
Cheinmalt distribution;FAC/2019/4199;2019-11-09;1584100.8;1584100.8;Quincaillerie de La Mer;VCHD7036
Cheinmalt distribution;FAC/2018/2999;2018-12-12;3752280.0;3752280.0;Quincaillerie de La Mer;VCHD2812
Cheinmalt distribution;FAC/2018/3000;2018-12-12;54117941.5;54117941.5;Quincaillerie de La Mer;VCHD2730
Cheinmalt distribution;FAC/2019/3498;2019-10-02;16606521.14;16606521.14;Quincaillerie de La Mer;VCHD6321
Cheinmalt distribution;FAC/2019/3504;2019-10-01;3314659.18;3314659.18;Quincaillerie de La Mer;VCHD6298
Cheinmalt distribution;FAC/2019/1496;2019-05-02;1216764.1400000001;1216764.1400000001;Quincaillerie de La Mer;VCHD4360
Cheinmalt distribution;FAC/2019/2141;2019-06-19;62110.8;62110.8;Quincaillerie de La Mer;VCHD4977
Cheinmalt distribution;FAC/2019/3023;2019-08-31;11786105.8;11786105.8;Quincaillerie de La Mer;VCHD5871
Cheinmalt distribution;FAC/2019/0376;2019-02-04;4399999.97;4399999.97;Quincaillerie de La Mer;VCHD3294
Cheinmalt distribution;FAC/2019/1835;2019-05-24;5738492.78;5738492.78;Quincaillerie de La Mer;VCHD4595
Cheinmalt distribution;FAC/2019/0397;2019-02-05;18726653.39;18726653.39;Quincaillerie de La Mer;VCHD3260
Cheinmalt distribution;FAC/2019/0446;2019-02-08;9728415.48;9728415.48;Quincaillerie de La Mer;VCHD3203
Cheinmalt distribution;FAC/2019/0571;2019-02-18;5712000.0;5712000.0;Quincaillerie de La Mer;VCHD3460
Cheinmalt distribution;FAC/2019/1652;2019-05-11;3887470.97;3887470.97;Quincaillerie de La Mer;VCHD4502
Cheinmalt distribution;FAC/2019/1653;2019-05-11;3960000.0;3960000.0;Quincaillerie de La Mer;VCHD4493
Cheinmalt distribution;FAC/2019/0601;2019-02-20;1460000.16;10800000.0;Quincaillerie de La Mer;VCHD3491
Cheinmalt distribution;FAC/2019/0632;2019-02-22;5250000.05;5250000.05;Quincaillerie de La Mer;VCHD3519
Cheinmalt distribution;FAC/2019/1666;2019-05-13;8134644.0;8134644.0;Quincaillerie de La Mer;VCHD4514
Cheinmalt distribution;FAC/2019/0638;2019-02-22;6549390.0;6549390.0;Quincaillerie de La Mer;VCHD3521
Cheinmalt distribution;FAC/2019/2261;2019-06-27;8779284.9;8779284.9;Quincaillerie de La Mer;VCHD5074
Cheinmalt distribution;FAC/2018/1885;2018-08-28;16800000.0;16800000.0;CHANTIER TANA 10M2;VCHD1707
Cheinmalt distribution;FAC/2018/3022;2018-12-13;225000.0;225000.0;CHANTIER TANA 10M2;VCHD2853
Cheinmalt distribution;FAC/2018/3036;2018-12-15;135000.0;135000.0;CHANTIER TANA 10M2;VCHD2873
Cheinmalt distribution;FAC/2018/3104;2018-12-24;315000.0;315000.0;CHANTIER TANA 10M2;VCHD2932
Cheinmalt distribution;FAC/2019/0129;2019-01-15;720000.0;720000.0;CHANTIER TANA 10M2;VCHD3081
Cheinmalt distribution;FAC/2019/0461;2019-02-08;225000.0;225000.0;CHANTIER TANA 10M2;VCHD3342
Cheinmalt distribution;FAC/2019/1979;2019-06-05;85500.0;85500.0;CHANTIER TANA 10M2;VCHD4816
Cheinmalt distribution;FAC/2019/2019;2019-06-08;58750.01;58750.01;CHANTIER TANA 10M2;VCHD4854
Cheinmalt distribution;FAC/2019/2020;2019-06-08;899928.01;899928.01;CHANTIER TANA 10M2;VCHD4857
Cheinmalt distribution;FAC/2019/2055;2019-06-12;42750.0;42750.0;CHANTIER TANA 10M2;VCHD4897
Cheinmalt distribution;FAC/2019/2093;2019-06-14;103750.01000000001;103750.01000000001;CHANTIER TANA 10M2;VCHD4929
Cheinmalt distribution;FAC/2019/2169;2019-06-21;103750.01000000001;103750.01000000001;CHANTIER TANA 10M2;VCHD4998
Cheinmalt distribution;FAC/2019/2232;2019-06-25;90000.0;90000.0;CHANTIER TANA 10M2;VCHD5067
Cheinmalt distribution;FAC/2019/2246;2019-06-26;1021200.0;1021200.0;CHANTIER TANA 10M2;VCHD5078
Cheinmalt distribution;FAC/2019/2312;2019-07-02;160000.01;160000.01;CHANTIER TANA 10M2;VCHD5143
Cheinmalt distribution;FAC/2019/2886;2019-08-20;1889848.81;1889848.81;CHANTIER TANA 10M2;VCHD5731
Cheinmalt distribution;FAC/2019/3014;2019-08-30;3987190.42;3987190.42;CHANTIER TANA 10M2;VCHD5859
Cheinmalt distribution;FAC/2019/3108;2019-09-07;117500.0;117500.0;CHANTIER TANA 10M2;VCHD5950
Cheinmalt distribution;FAC/2019/3334;2019-09-23;117500.0;117500.0;CHANTIER TANA 10M2;VCHD6163
Cheinmalt distribution;FAC/2019/3725;2019-10-16;58750.01;58750.01;CHANTIER TANA 10M2;VCHD6559
Cheinmalt distribution;FAC/2019/4913;2019-12-23;2212800.0;2212800.0;CHANTIER TANA 10M2;VCHD7814
Cheinmalt distribution;FAC/2019/2910;2019-08-21;2731628.52;2731628.52;FATEALY DIEGO;VCHD5758
Cheinmalt distribution;FAC/2019/3436;2019-09-28;92150003.88;92150003.88;FATEALY DIEGO;VCHD6263
Cheinmalt distribution;FAC/2019/4883;2019-12-20;262521.0;262521.0;JARA SARLU;VCHD7795
Cheinmalt distribution;FAC/2019/2234;2019-06-25;7977657.600000001;7977657.600000001;ROUNAKALA;VCHD5053
Cheinmalt distribution;FAC/2019/2235;2019-06-25;11390400.0;11390400.0;ROUNAKALA;VCHD5069
Cheinmalt distribution;FAC/2019/2336;2019-07-03;26193309.12;26193309.12;ROUNAKALA;VCHD5171
Cheinmalt distribution;FAC/2019/2364;2019-07-04;627046.4;232627046.4;ROUNAKALA;VCHD5197
Cheinmalt distribution;FAC/2019/2378;2019-07-05;14587271.9;14587271.9;ROUNAKALA;VCHD5207
Cheinmalt distribution;FAC/2019/2519;2019-07-16;16272000.0;16272000.0;ROUNAKALA;VCHD5339
Cheinmalt distribution;FAC/2019/2682;2019-07-31;16266240.0;16266240.0;ROUNAKALA;VCHD5498
Cheinmalt distribution;FAC/2019/2884;2019-08-20;7757420.54;7757420.54;ROUNAKALA;VCHD5727
Cheinmalt distribution;FAC/2019/2952;2019-08-24;7420032.0;7420032.0;ROUNAKALA;VCHD5778
Cheinmalt distribution;FAC/2019/2957;2019-08-25;23431680.0;23431680.0;ROUNAKALA;VCHD3188
Cheinmalt distribution;FAC/2019/4031;2019-10-31;31278000.0;31278000.0;ROUNAKALA;VCHD6889
Cheinmalt distribution;FAC/2019/4203;2019-11-09;12000960.0;12000960.0;ROUNAKALA;VCHD7069
Cheinmalt distribution;FAC/2019/4251;2019-11-13;4820184.88;4820184.88;ROUNAKALA;VCHD7097
Cheinmalt distribution;FAC/2019/4634;2019-12-06;11091168.0;11091168.0;ROUNAKALA;VCHD7539
Cheinmalt distribution;FAC/2019/4829;2019-12-18;59802758.370000005;270864000.0;ROUNAKALA;VCHD7737
Cheinmalt distribution;FAC/2019/4862;2019-12-19;13796006.4;13796006.4;ROUNAKALA;VCHD7761
Cheinmalt distribution;FAC/2019/4376;2019-11-21;248400.0;248400.0;VIDZAR;VCHD7178
Cheinmalt distribution;FAC/2019/4382;2019-11-21;447120.0;447120.0;VIDZAR;VCHD7262
Cheinmalt distribution;FAC/2019/4802;2019-12-17;52200.0;52200.0;VIDZAR;VCHD7600
Cheinmalt distribution;FAC/2018/1814;2018-08-20;2124569.95;2124569.95;NEC (Nouvelle Entreprise de Construction);VCHD1679
Cheinmalt distribution;FAC/2018/2734;2018-11-19;345777.66000000003;345777.66000000003;NEC (Nouvelle Entreprise de Construction);VCHD2550
Cheinmalt distribution;FAC/2019/0560;2019-02-18;180990.0;180990.0;NEC (Nouvelle Entreprise de Construction);VCHD3448
Cheinmalt distribution;FAC/2019/0561;2019-02-18;33000.0;33000.0;NEC (Nouvelle Entreprise de Construction);VCHD3449
Cheinmalt distribution;FAC/2019/0562;2019-02-18;12204.0;12204.0;NEC (Nouvelle Entreprise de Construction);VCHD3451
Cheinmalt distribution;FAC/2019/0580;2019-02-19;65340.0;65340.0;NEC (Nouvelle Entreprise de Construction);VCHD3474
Cheinmalt distribution;FAC/2019/0725;2019-03-02;213498.0;213498.0;NEC (Nouvelle Entreprise de Construction);VCHD3604
Cheinmalt distribution;FAC/2019/0764;2019-03-06;149364.0;149364.0;NEC (Nouvelle Entreprise de Construction);VCHD3640
Cheinmalt distribution;FAC/2019/1333;2019-04-17;37170.0;37170.0;NEC (Nouvelle Entreprise de Construction);VCHD4185
Cheinmalt distribution;FAC/2019/1863;2019-05-28;21474.0;21474.0;NEC (Nouvelle Entreprise de Construction);VCHD4722
Cheinmalt distribution;FAC/2019/1972;2019-06-05;94554.0;94554.0;NEC (Nouvelle Entreprise de Construction);VCHD4811
Cheinmalt distribution;FAC/2019/1985;2019-06-06;12204.0;12204.0;NEC (Nouvelle Entreprise de Construction);VCHD4827
Cheinmalt distribution;FAC/2019/2081;2019-06-13;164664.0;164664.0;NEC (Nouvelle Entreprise de Construction);VCHD4919
Cheinmalt distribution;FAC/2019/2113;2019-06-17;42500.0;42500.0;NEC (Nouvelle Entreprise de Construction);VCHD4950
Cheinmalt distribution;FAC/2019/2154;2019-06-19;18855.0;18855.0;NEC (Nouvelle Entreprise de Construction);VCHD4987
Cheinmalt distribution;FAC/2019/2215;2019-06-24;6800544.0;6800544.0;NEC (Nouvelle Entreprise de Construction);VCHD5052
Cheinmalt distribution;FAC/2019/2515;2019-07-16;109620.0;109620.0;NEC (Nouvelle Entreprise de Construction);VCHD5340
Cheinmalt distribution;FAC/2019/3063;2019-09-04;18306.0;18306.0;NEC (Nouvelle Entreprise de Construction);VCHD5913
Cheinmalt distribution;FAC/2019/3299;2019-09-20;171108.0;171108.0;NEC (Nouvelle Entreprise de Construction);VCHD6134
Cheinmalt distribution;FAC/2019/4109;2019-11-06;229680.0;229680.0;NEC (Nouvelle Entreprise de Construction);VCHD6976
Cheinmalt distribution;FAC/2019/4319;2019-11-18;11826.0;11826.0;NEC (Nouvelle Entreprise de Construction);VCHD7205
Cheinmalt distribution;FAC/2019/4794;2019-12-16;459432.0;459432.0;NEC (Nouvelle Entreprise de Construction);VCHD7702
Cheinmalt distribution;FAC/2019/4797;2019-12-16;618300.0;618300.0;NEC (Nouvelle Entreprise de Construction);VCHD7704
Cheinmalt distribution;FAC/2018/2047;2018-09-12;25020.0;25020.0;BHAIDJY Mourtouza;VCHD1892
Cheinmalt distribution;FAC/2018/2364;2018-10-17;18720.0;18720.0;BHAIDJY Mourtouza;VCHD2207
Cheinmalt distribution;FAC/2018/2726;2018-11-19;404100.0;404100.0;BHAIDJY Mourtouza;VCHD2545
Cheinmalt distribution;FAC/2018/2744;2018-11-20;71514.0;71514.0;BHAIDJY Mourtouza;VCHD2563
Cheinmalt distribution;FAC/2018/2819;2018-11-24;23472.0;23472.0;BHAIDJY Mourtouza;VCHD2631
Cheinmalt distribution;FAC/2018/3013;2018-12-13;1710.0;1710.0;BHAIDJY Mourtouza;VCHD2843
Cheinmalt distribution;FAC/2018/3078;2018-12-20;1665000.0;1665000.0;BHAIDJY Mourtouza;VCHD2905
Cheinmalt distribution;FAC/2019/0552;2019-02-15;331200.0;331200.0;BHAIDJY Mourtouza;VCHD3439
Cheinmalt distribution;FAC/2019/0743;2019-03-04;131490.0;131490.0;BHAIDJY Mourtouza;VCHD3616
Cheinmalt distribution;FAC/2019/0756;2019-03-05;19278.0;19278.0;BHAIDJY Mourtouza;VCHD3634
Cheinmalt distribution;FAC/2019/0924;2019-03-19;17055.0;17055.0;BHAIDJY Mourtouza;VCHD3687
Cheinmalt distribution;FAC/2019/0972;2019-03-21;32500.010000000002;32500.010000000002;BHAIDJY Mourtouza;VCHD3827
Cheinmalt distribution;FAC/2019/0996;2019-03-23;135000.0;135000.0;BHAIDJY Mourtouza;VCHD3860
Cheinmalt distribution;FAC/2019/1061;2019-03-27;23737.5;23737.5;BHAIDJY Mourtouza;VCHD3923
Cheinmalt distribution;FAC/2019/1076;2019-03-28;13050.0;13050.0;BHAIDJY Mourtouza;VCHD3934
Cheinmalt distribution;FAC/2019/1077;2019-03-28;224800.0;224800.0;BHAIDJY Mourtouza;VCHD3765
Cheinmalt distribution;FAC/2019/1083;2019-03-28;99720.0;99720.0;BHAIDJY Mourtouza;VCHD3942
Cheinmalt distribution;FAC/2019/1084;2019-03-29;2925000.0;2925000.0;BHAIDJY Mourtouza;VCHD3947
Cheinmalt distribution;FAC/2019/1087;2019-03-30;132000.0;132000.0;BHAIDJY Mourtouza;VCHD3950
Cheinmalt distribution;FAC/2019/1095;2019-04-01;4410.0;4410.0;BHAIDJY Mourtouza;VCHD3958
Cheinmalt distribution;FAC/2019/1205;2019-04-09;9450.0;9450.0;BHAIDJY Mourtouza;VCHD4071
Cheinmalt distribution;FAC/2019/1353;2019-04-19;26100.0;26100.0;BHAIDJY Mourtouza;VCHD4207
Cheinmalt distribution;FAC/2019/1356;2019-04-19;53460.0;53460.0;BHAIDJY Mourtouza;VCHD4210
Cheinmalt distribution;FAC/2019/1576;2019-05-08;7969.5;7969.5;BHAIDJY Mourtouza;VCHD4420
Cheinmalt distribution;FAC/2019/1770;2019-05-21;21870.0;21870.0;BHAIDJY Mourtouza;VCHD4623
Cheinmalt distribution;FAC/2019/1886;2019-05-29;369.0;369.0;BHAIDJY Mourtouza;VCHD4726
Cheinmalt distribution;FAC/2019/1918;2019-05-31;23200.0;23200.0;BHAIDJY Mourtouza;VCHD4759
Cheinmalt distribution;FAC/2019/2023;2019-06-08;414000.0;414000.0;BHAIDJY Mourtouza;VCHD4809
Cheinmalt distribution;FAC/2019/2042;2019-06-11;65000.0;65000.0;BHAIDJY Mourtouza;VCHD4880
Cheinmalt distribution;FAC/2019/2102;2019-06-14;738.0;738.0;BHAIDJY Mourtouza;VCHD4936
Cheinmalt distribution;FAC/2019/2181;2019-06-21;9812.4;9812.4;BHAIDJY Mourtouza;VCHD5019
Cheinmalt distribution;FAC/2019/2270;2019-06-28;1107.0;1107.0;BHAIDJY Mourtouza;VCHD5092
Cheinmalt distribution;FAC/2019/2897;2019-08-20;3735.0;3735.0;BHAIDJY Mourtouza;VCHD5741
Cheinmalt distribution;FAC/2019/3027;2019-09-02;16530.0;16530.0;BHAIDJY Mourtouza;VCHD5881
Cheinmalt distribution;FAC/2019/3050;2019-09-03;1201.5;1201.5;BHAIDJY Mourtouza;VCHD5901
Cheinmalt distribution;FAC/2019/3095;2019-09-05;111600.0;111600.0;BHAIDJY Mourtouza;VCHD5932
Cheinmalt distribution;FAC/2019/3314;2019-09-20;22950.0;22950.0;BHAIDJY Mourtouza;VCHD6147
Cheinmalt distribution;FAC/2019/3505;2019-10-02;78210.0;78210.0;BHAIDJY Mourtouza;VCHD6331
Cheinmalt distribution;FAC/2019/3524;2019-10-03;39105.0;39105.0;BHAIDJY Mourtouza;VCHD6352
Cheinmalt distribution;FAC/2019/3575;2019-10-08;58750.01;58750.01;BHAIDJY Mourtouza;VCHD6405
Cheinmalt distribution;FAC/2019/3651;2019-10-11;17013.6;17013.6;BHAIDJY Mourtouza;VCHD6484
Cheinmalt distribution;FAC/2019/3703;2019-10-15;1.2;1.2;BHAIDJY Mourtouza;VCHD6536
Cheinmalt distribution;FAC/2019/3761;2019-10-17;23220.0;23220.0;BHAIDJY Mourtouza;VCHD6597
Cheinmalt distribution;FAC/2019/3785;2019-10-18;9585.0;9585.0;BHAIDJY Mourtouza;VCHD6608
Cheinmalt distribution;FAC/2019/3872;2019-10-23;46800.0;46800.0;BHAIDJY Mourtouza;VCHD6722
Cheinmalt distribution;FAC/2019/3977;2019-10-28;2943.0;2943.0;BHAIDJY Mourtouza;VCHD6828
Cheinmalt distribution;FAC/2019/4796;2019-12-16;9342.0;9342.0;BHAIDJY Mourtouza;VCHD7606
Cheinmalt distribution;FAC/2019/4786;2019-12-16;5874000.0;5874000.0;LA FOURMI HOTEL;VCHD7690
Cheinmalt distribution;FAC/2019/4745;2019-12-12;3185254.8000000003;3185254.8000000003;JUNGLE STORE;VCHD7620
Cheinmalt distribution;FAC/2019/4746;2019-12-12;2615219.21;2615219.21;JUNGLE STORE;VCHD7646
Cheinmalt distribution;FAC/2019/4652;2019-12-07;0.77;918283.46;TRANOMBAROTRA MANJA;VCHD7498
Cheinmalt distribution;FAC/2018/1900;2018-08-29;5030289.0200000005;5030289.0200000005;MAGASIN SOAFENO;VCHD1737
Cheinmalt distribution;FAC/2018/3028;2018-12-14;879070.3200000001;879070.3200000001;MAGASIN SOAFENO;VCHD2862
Cheinmalt distribution;FAC/2019/0581;2019-02-19;6800544.0;6800544.0;MAGASIN SOAFENO;VCHD3472
Cheinmalt distribution;FAC/2019/0605;2019-02-20;39003.12;39003.12;MAGASIN SOAFENO;VCHD3495
Cheinmalt distribution;FAC/2019/0958;2019-03-21;112770.0;5006466.0;MAGASIN SOAFENO;VCHD3817
Cheinmalt distribution;FAC/2019/1373;2019-04-23;549418.96;549418.96;MAGASIN SOAFENO;VCHD4223
Cheinmalt distribution;FAC/2019/1809;2019-05-23;1740139.2;1740139.2;MAGASIN SOAFENO;VCHD4674
Cheinmalt distribution;FAC/2019/2107;2019-06-15;13310324.8;13390581.22;MAGASIN SOAFENO;VCHD4941
Cheinmalt distribution;FAC/2019/2110;2019-06-17;192606.27;192606.27;MAGASIN SOAFENO;VCHD4946
Cheinmalt distribution;FAC/2019/2818;2019-08-13;1513246.06;1513246.06;MAGASIN SOAFENO;VCHD5650
Cheinmalt distribution;FAC/2019/3395;2019-09-26;337527.0;337527.0;MAGASIN SOAFENO;VCHD6220
Cheinmalt distribution;FAC/2019/3776;2019-10-18;425734.06;425734.06;MAGASIN SOAFENO;VCHD6616
Cheinmalt distribution;FAC/2019/4080;2019-11-05;2882998.13;2882998.13;MAGASIN SOAFENO;VCHD6941
Cheinmalt distribution;FAC/2019/4102;2019-11-06;108008.64;108008.64;MAGASIN SOAFENO;VCHD6970
Cheinmalt distribution;FAC/2019/4460;2019-11-26;228168.25;228168.25;MAGASIN SOAFENO;VCHD7352
Cheinmalt distribution;FAC/2019/4616;2019-12-06;273771.9;273771.9;MAGASIN SOAFENO;VCHD7523
Cheinmalt distribution;FAC/2019/3991;2019-10-29;1223100.0;1223100.0;SEMBA ;VCHD6841
Cheinmalt distribution;FAC/2019/4016;2019-10-30;706200.0;706200.0;SEMBA ;VCHD6850
Cheinmalt distribution;FAC/2019/4066;2019-11-04;335970.0;335970.0;SEMBA ;VCHD6930
Cheinmalt distribution;FAC/2019/4610;2019-12-05;1198800.0;1198800.0;SEMBA ;VCHD7392
Cheinmalt distribution;FAC/2019/3136;2019-09-10;2871000.0;2871000.0;TROPICAL WOOD;VCHD5975
Cheinmalt distribution;FAC/2019/4539;2019-07-10;644001.52;644001.52;TROPICAL WOOD;VCHD5269
Cheinmalt distribution;FAC/2019/3948;2019-10-26;105008400.0;105008400.0;ECOSAM;VCHD6788
Cheinmalt distribution;FAC/2019/4501;2019-11-28;105008400.0;105008400.0;ECOSAM;VCHD7375
Cheinmalt distribution;FAC/2019/4502;2019-11-28;105008400.0;105008400.0;ECOSAM;VCHD7376
Cheinmalt distribution;FAC/2018/2718;2018-11-17;118098.0;118098.0;MOUSTAFA DISCOGI;VCHD2529
Cheinmalt distribution;FAC/2018/2768;2018-11-21;250000.0;250000.0;MOUSTAFA DISCOGI;VCHD2592
Cheinmalt distribution;FAC/2019/0339;2019-01-30;208350.0;208350.0;MOUSTAFA DISCOGI;VCHD3254
Cheinmalt distribution;FAC/2019/4431;2019-11-23;303900.0;303900.0;MOUSTAFA DISCOGI;VCHD7318
Cheinmalt distribution;FAC/2019/4386;2019-11-21;437400.0;437400.0;MONSIEUR CELLY;VCHD7274
Cheinmalt distribution;FAC/2019/3895;2019-10-24;362700.0;362700.0;MOBILIS AUTOMOTIVE;VCHD6284
Cheinmalt distribution;FAC/2019/4274;2019-11-14;12988876.8;12988876.8;SMB ELECTROMENAGER ;VCHD7117
Cheinmalt distribution;FAC/2019/1145;2019-04-03;2521748.12;6300000.0;MEHMOUD;VCHD4015
Cheinmalt distribution;FAC/2019/1337;2019-04-17;1920153.6;1920153.6;MEHMOUD;VCHD4188
Cheinmalt distribution;FAC/2019/2570;2019-07-20;9450242.950000001;9450242.950000001;MEHMOUD;VCHD5393
Cheinmalt distribution;FAC/2019/2741;2019-08-06;6144007.68;6144007.68;MEHMOUD;VCHD5574
Cheinmalt distribution;FAC/2019/4198;2019-11-09;781056.0;781056.0;MEHMOUD;VCHD7065
Cheinmalt distribution;FAC/2019/4179;2019-11-08;838404.0;838404.0;ASARA;VCHD7049
Cheinmalt distribution;FAC/2019/4159;2019-11-07;0.4;17281382.4;MAISON SAMAT;VCHD7029
Cheinmalt distribution;FAC/2019/4149;2019-11-07;2059303.5;2422183.5;COTISSE;VCHD6946
Cheinmalt distribution;FAC/2019/4106;2019-11-06;5865600.0;5865600.0;HMF;VCHD6942
Cheinmalt distribution;FAC/2019/4045;2019-10-31;233730.0;233730.0;HYDROTECH;VCHD6612
Cheinmalt distribution;FAC/2019/3532;2019-10-03;104850.0;104850.0;HASSANALY RAMDJEE FAROUK ALY;VCHD6357
Cheinmalt distribution;FAC/2019/3541;2019-10-04;10485.0;10485.0;HASSANALY RAMDJEE FAROUK ALY;VCHD6334
Cheinmalt distribution;FAC/2019/3958;2019-10-28;20.0;38475.0;HASSANALY RAMDJEE FAROUK ALY;VCHD6807
Cheinmalt distribution;FAC/2019/3881;2019-10-23;3900316.8000000003;3900316.8000000003;BUROSCOOP;VCHD6713
Cheinmalt distribution;FAC/2019/0028;2019-01-05;1.2;1.2;QUINCAILLERIE NATALY;VCHD2975
Cheinmalt distribution;FAC/2019/3760;2019-10-17;3048992.67;3298974.99;QUINCAILLERIE NATALY;VCHD6564
Cheinmalt distribution;FAC/2019/3861;2019-10-22;249931.55000000002;3037743.0;QUINCAILLERIE NATALY;VCHD6706
Cheinmalt distribution;FAC/2019/3685;2019-10-14;211680.0;211680.0;LABEL O BOIS;VCHD6526
Cheinmalt distribution;FAC/2019/3127;2019-09-10;4845387.600000001;4845387.600000001;ZARA TOURS;VCHD5970
Cheinmalt distribution;FAC/2019/3646;2019-10-11;907272.5800000001;907272.5800000001;ZARA TOURS;VCHD6478
Cheinmalt distribution;FAC/2018/2709;2018-11-16;85814.40000000001;85814.40000000001;TILLANGIE FARM;VCHD2528
Cheinmalt distribution;FAC/2019/3584;2019-10-08;1542000.0;1542000.0;TILLANGIE FARM;VCHD6414
Cheinmalt distribution;FAC/2019/3459;2019-10-01;74706.98;74706.98;MAISON TARALILA;VCHD6289
Cheinmalt distribution;FAC/2019/1786;2019-05-22;2607208.56;2607208.56;QUINCAILLERIE SOA;VCHD4645
Cheinmalt distribution;FAC/2019/2205;2019-06-24;846067.68;846067.68;QUINCAILLERIE SOA;VCHD5037
Cheinmalt distribution;FAC/2019/2350;2019-07-04;289223.14;289223.14;QUINCAILLERIE SOA;VCHD5183
Cheinmalt distribution;FAC/2019/3413;2019-09-26;261900.0;261900.0;SAVA TRANSPORT;VCHD6238
Cheinmalt distribution;FAC/2019/3423;2019-09-27;2538000.0;2538000.0;SAVA TRANSPORT;VCHD6250
Cheinmalt distribution;FAC/2019/1999;2019-06-06;2.4;2.4;FATIMABAY AKBARALLY;VCHD4836
Cheinmalt distribution;FAC/2019/3369;2019-09-24;360000.0;360000.0;SMCP ;
Cheinmalt distribution;FAC/2019/3357;2019-09-24;1599877.98;1599877.98;HATIMY SHOP;VCHD6186
Cheinmalt distribution;FAC/2019/3086;2019-09-05;13500.0;13500.0;MIHARY;VCHD5928
Cheinmalt distribution;FAC/2019/2280;2019-06-29;1015911.18;25015911.18;QUINCAILLERIE DU CENTRE ANTSIRABE;VCHD5099
Cheinmalt distribution;FAC/2019/3006;2019-08-30;534627.76;534627.76;QUINCAILLERIE DU CENTRE ANTSIRABE;VCHD5854
Cheinmalt distribution;FAC/2019/2440;2019-07-10;7481523.55;7481523.55;SHAEDA;VCHD5265
Cheinmalt distribution;FAC/2019/2450;2019-07-10;9250380.55;9250380.55;SHAEDA;VCHD5273
Cheinmalt distribution;FAC/2019/2458;2019-07-11;2.93;77994839.10000001;SHAEDA;VCHD5237
Cheinmalt distribution;FAC/2019/2537;2019-07-17;3193243.0100000002;3193243.0100000002;SHAEDA;VCHD5358
Cheinmalt distribution;FAC/2019/2123;2019-06-17;32000.02;32000.02;CHEINMALT TANA;VCHD4960
Cheinmalt distribution;FAC/2019/2403;2019-07-05;64000.020000000004;64000.020000000004;CHEINMALT TANA;VCHD5221
Cheinmalt distribution;FAC/2019/2242;2019-06-25;2.24;137200002.24;MOISE HOUSSEN;VCHD5077
Cheinmalt distribution;FAC/2019/2032;2019-06-08;1774692.69;68426624.69;COMPUTEK TECHNOLOGY;VCHD4837
Cheinmalt distribution;FAC/2019/2021;2019-06-08;27540.0;27540.0;BHAIDJY Tasnime;VCHD4856
Cheinmalt distribution;FAC/2019/2024;2019-06-08;19386.0;19386.0;BHAIDJY Tasnime;VCHD4860
Cheinmalt distribution;FAC/2018/1437;2018-06-30;967577.4;2763828.64;CAROMAD ;VCHD1307
Cheinmalt distribution;FAC/2018/1599;2018-07-24;1935154.8;1935154.8;CAROMAD ;VCHD1470
Cheinmalt distribution;FAC/2018/1694;2018-08-04;7248000.0;7248000.0;CAROMAD ;VCHD1567
Cheinmalt distribution;FAC/2018/1801;2018-08-18;17150002.8;17150002.8;CAROMAD ;VCHD1669
Cheinmalt distribution;FAC/2018/1973;2018-09-05;11550.92;11550.92;CAROMAD ;VCHD1826
Cheinmalt distribution;FAC/2018/2495;2018-10-26;133740.0;133740.0;CAROMAD ;VCHD2254
Cheinmalt distribution;FAC/2018/2499;2018-10-26;170190.0;170190.0;CAROMAD ;VCHD2259
Cheinmalt distribution;FAC/2018/2613;2018-11-08;14898141.83;14898141.83;CAROMAD ;VCHD2382
Cheinmalt distribution;FAC/2018/2669;2018-11-14;1906983.0;1906983.0;CAROMAD ;VCHD2370
Cheinmalt distribution;FAC/2018/2670;2018-11-14;794997.0;794997.0;CAROMAD ;VCHD2389
Cheinmalt distribution;FAC/2018/2826;2018-11-26;449566522.43;449566522.43;CAROMAD ;VCHD2639
Cheinmalt distribution;FAC/2018/3112;2018-12-27;4035322.8000000003;4035322.8000000003;CAROMAD ;VCHD2942
Cheinmalt distribution;FAC/2019/0136;2019-01-15;1152346.99;7462531.99;CAROMAD ;VCHD3078
Cheinmalt distribution;FAC/2019/0484;2018-11-28;205518160.8;205518160.8;CAROMAD ;VCHD2675
Cheinmalt distribution;FAC/2019/0935;2019-03-19;413537.85000000003;15595137.85;CAROMAD ;VCHD3779
